station_id,name,latitude,longitude,address,city,state,country,operator_name,network_name,access_type,opening_hours,status,connector_type,power_kw,current_type,connector_count,payment_modes,amenities,source_name,source_external_id,source_license,confidence_score,last_verified_at
osm-unknown-0,Unnamed charging station (India),28.6310563,77.2230955,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,PowerGrid Charging Station,19.0245243,73.0135121,,,,India,PowerGrid,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Ather Energy,18.5071941,73.8037729,,,,India,Ather Energy,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Ather Charging Station,11.1380148,76.9405241,,,,India,Ather Grid,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,TATA Charging Station,10.0773023,76.3376442,,,,India,TATA,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,veev,11.3217865,76.9162515,,,,India,veev,,public,24/7,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),13.0415766,77.6204588,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),27.2708197,78.0407736,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.6040475,77.1977963,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.6040394,77.1977808,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.6040316,77.1977661,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric vehicle charging station,22.5408647,88.3680476,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric vehicle chargeing station,22.5665448,88.3521064,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric vehicle charging station tata,22.5475251,88.3495487,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.5813902,88.3421409,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,EV Charging station,9.5798915,76.9697219,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5483686,77.2547221,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5482674,77.2545695,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5483966,77.2547099,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),31.2197083,75.7769537,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Zeon Charging station,11.5193364,77.9350619,,,,India,Zeon Network,,public,,operational,chademo,,,50,,,openstreetmap,unknown/0,ODbL,60,2026-07-20T07:01:46Z
osm-unknown-0,Zeon Charging station,11.7783495,78.1987759,,,,India,Zeon Network,,public,,operational,unknown,,,22,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,EV Charging Station,22.4628605,72.1589043,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),12.9947371,77.6993007,,,,India,BESCOM,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),12.9775829,77.6389895,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,23.3962613,85.314143,,,,India,Plug Share,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,23.371942,85.3261981,,,,India,Plug Share,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),12.9733967,77.6357561,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),12.9733738,77.6357554,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Autocraft charging,9.6338138,76.3336507,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5692695,77.1884585,,,,India,ElectriVa,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5692799,77.1883649,,,,India,ElectriVa,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Zeon Charging Station,11.7553892,78.0509746,,,,India,Zeon Network,,public,,operational,unknown,24.0,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Zeon Charging Station,11.4925016,78.1536802,,,,India,Zeon Network,,public,,operational,type2,50.0,,50,,,openstreetmap,unknown/0,ODbL,60,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),13.1085033,80.2810805,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Tata Power,17.273827,74.1802556,,,,India,Tata Power,,public,,operational,type2,,,4,,,openstreetmap,unknown/0,ODbL,60,2026-07-20T07:01:46Z
osm-unknown-0,Tata Power,17.273827,74.1802556,,,,India,Tata Power,,public,,operational,chademo,,,4,,,openstreetmap,unknown/0,ODbL,60,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.622372,77.290246,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.6223602,77.2902508,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Tata power,18.6111535,73.7831554,,,,India,Tata power,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),13.0317217,80.2419487,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Sai Krupa,19.3480213,74.2068907,,,,India,Nikol EV,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,ChargeZone,19.9518444,73.7539002,,,,India,Car Mall,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Hotel Sanskruti,19.97183,73.6802627,,,,India,Tata Power,,public,,operational,chademo,,,2,,,openstreetmap,unknown/0,ODbL,60,2026-07-20T07:01:46Z
osm-unknown-0,Efill,19.3166356,74.1749919,,,,India,Laxmi Refreshments,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Tata Power,18.9913873,73.9427761,,,,India,Shridha,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5426954,77.2219126,,,,India,ElectriVa,,public,,operational,unknown,,,4,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Bolt,18.5095633,73.8147009,,,,India,Bolt,,public,,operational,unknown,,,8,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Ather Energy,18.5105681,73.781902,,,,India,Ather Energy,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Ather Energy,18.4844962,73.8496753,,,,India,Ather Energy,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Ather Energy,18.5189771,73.8304638,,,,India,Ather Energy,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric vehicle charging station,22.6075228,88.3922575,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric vehicle charging station 20kw &7kw,22.5093598,88.3674117,,,,India,CESC,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Indian oil mammoodu,9.4804068,76.599247,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Zeon Charging,12.9069204,78.9619166,,,,India,Zeon Network,,public,,operational,unknown,,,50,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),12.9137732,77.6441735,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),13.1973512,77.7076171,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),9.9732863,78.2159576,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Statiq Nandagav,18.6186752,72.9004606,,,,India,Statiq,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Go e go,18.6433491,72.8762211,,,,India,,,public,,operational,unknown,,,4,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.633573,77.2234733,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5903206,77.2201483,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5902808,77.2197587,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5903207,77.2201225,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.5903054,77.2199561,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),18.5536336,73.806562,,,,India,Tata,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),9.4166463,76.5755312,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Maa Tara Fuel Centre,25.6536964,87.3612525,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Tata Power,18.9561767,73.1627884,,,,India,Tata Power,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Jio-BP,19.0874903,73.0796316,,,,India,Jio-BP,,public,,operational,unknown,,,2,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Go Ego,18.5788787,73.7624887,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,inGO,12.9712776,77.6078832,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Yulu,12.9764825,77.6268299,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Tata power,19.1597944,72.858293,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.5942498,88.4719544,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.5994781,88.4719664,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.5845228,88.4908908,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Mahindra Charging Station,22.5785223,88.4529998,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,EESL Charging Station,22.5785173,88.4526568,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.5815869,88.4481696,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.6606704,88.4418053,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.6308074,88.4217376,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Unnamed charging station (India),28.6003513,77.2267809,,,,India,,,public,,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,Electric Vehicle Charging Station,22.6256458,88.4131756,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
osm-unknown-0,relux,11.3021696,77.600583,,,,India,,,public,24/7,operational,unknown,,,1,,,openstreetmap,unknown/0,ODbL,45,2026-07-20T07:01:46Z
